zcta,latitude,longitude,JobsTotal,JobsAgriculture,JobsAutomotive,JobsEntertainment,JobsConstruction,JobsHealthcare,JobsManufacturing,JobsProfessional,JobsRealestate,JobsTrade,JobsTransport
32399,30.44,-84.28,20,,,2,,1,,6,1,,
32401,30.16,-85.66,857,2,1,28,50,107,22,175,36,38,24
32403,30.05,-85.55,53,,,1,,,,32,1,1,4
32404,30.2,-85.5,439,,1,9,66,27,12,50,20,15,10
32405,30.2,-85.67,1168,2,1,29,94,261,30,156,55,61,17
32407,30.2,-85.79,472,,,24,33,29,6,76,48,15,5
32408,30.14,-85.73,428,,,16,38,21,11,68,47,7,17
32409,30.36,-85.65,133,8,,1,35,5,6,12,7,6,11
32410,30,-85.41,15,,,1,1,1,,1,2,1,
32413,30.31,-85.91,520,2,,21,52,21,3,55,46,19,2
32420,30.63,-85.38,30,1,,1,6,,2,,,2,3
32421,30.53,-85.17,38,3,,2,8,2,1,2,1,1,4
32423,30.94,-85.05,6,,,,1,1,,,1,,1
32424,30.36,-85.08,143,7,,6,14,24,4,20,3,4,
32425,30.85,-85.72,211,3,,3,28,30,12,20,5,5,9
32426,30.95,-85.37,12,,,,,,,,,1,
32427,30.71,-85.79,9,1,,,1,1,,,,,1
32428,30.62,-85.57,303,4,,10,33,37,8,52,8,9,5
32430,30.42,-85.23,7,,,,2,,,1,,1,
32431,30.79,-85.41,59,1,,,8,1,3,7,,,5
32432,30.71,-85.08,1,,,,1,,,,,,
32433,30.85,-86.2,191,2,,5,31,16,4,19,6,6,11
32435,30.65,-86.13,159,2,,5,17,21,2,25,7,4,2
32437,30.44,-85.91,11,1,,2,1,1,,1,,1,
32438,30.5,-85.42,19,,,,10,,,,,,
32439,30.49,-86.12,173,,,3,55,6,7,18,12,12,5
32440,30.92,-85.53,85,,,2,6,8,1,5,5,4,2
32442,30.68,-85.02,25,,,,4,1,,2,1,1,1
32443,30.87,-85.11,11,1,,,,1,,2,1,,3
32444,30.24,-85.65,348,2,,11,54,37,10,56,21,9,5
32445,30.97,-85.2,17,,,,,,,1,,3,4
32446,30.85,-85.23,331,1,1,10,18,49,6,63,14,5,4
32447,30.76,-85.25,20,,,2,3,4,,2,,,
32448,30.67,-85.22,151,,,5,8,14,7,23,7,5,6
32449,30.29,-85.24,6,4,,,,1,1,,,,
32455,30.64,-85.96,39,2,,,12,1,2,2,1,,
32456,29.84,-85.3,245,2,,12,29,17,6,32,20,2,6
32459,30.36,-86.19,704,,,15,89,36,12,136,108,20,4
32460,30.76,-84.95,35,,,1,4,2,,1,1,,
32461,30.29,-86.03,32,,,1,1,1,1,4,8,1,
32462,30.55,-85.83,39,,,,7,4,1,3,1,3,2
32463,30.63,-85.59,4,,,,,,,,,,2
32464,30.9,-85.95,38,1,,,12,1,1,2,2,2,2
32465,30.01,-85.18,67,2,,1,12,7,2,9,2,4,1
32466,30.39,-85.51,45,,,1,18,1,1,2,2,1,4
32501,30.43,-87.22,632,,,17,30,111,21,171,26,22,7
32502,30.41,-87.22,517,,,27,17,28,9,252,26,19,5
32503,30.46,-87.21,849,,,18,60,190,13,167,46,33,17
32504,30.47,-87.19,965,,,27,29,155,9,170,57,20,16
32505,30.45,-87.26,711,,,17,81,31,26,72,25,67,31
32506,30.39,-87.37,401,2,,12,45,45,2,66,26,6,4
32507,30.34,-87.38,513,1,,24,46,26,13,78,46,14,9
32508,30.35,-87.32,54,,,,,1,,26,1,1,7
32509,30.47,-87.34,5,,,,,,,5,,,
32511,30.41,-87.29,4,,,,,,,3,,,1
32514,30.53,-87.22,626,2,,19,57,106,21,80,28,34,24
32526,30.5,-87.37,386,,,8,87,28,8,44,10,18,9
32530,30.6,-87.03,6,,,,,,,,,,
32531,30.88,-86.68,67,4,,2,12,2,1,3,3,3,2
32533,30.61,-87.33,333,4,,8,81,16,15,47,11,19,12
32534,30.53,-87.28,408,,,8,53,16,17,56,19,30,17
32535,30.96,-87.35,54,,,,6,6,3,5,2,,
32536,30.76,-86.59,556,1,,11,54,61,5,93,27,14,8
32539,30.78,-86.48,232,,,3,50,55,2,26,9,6,14
32541,30.4,-86.48,1238,4,,47,102,76,9,217,137,28,29
32542,30.46,-86.53,99,,,1,1,2,,48,5,4,6
32544,30.43,-86.7,54,,,,,1,,37,2,1,1
32547,30.47,-86.67,756,1,,18,91,132,13,113,40,29,9
32548,30.4,-86.72,957,,,34,87,81,33,160,65,34,20
32550,30.38,-86.35,521,1,,7,41,32,6,61,60,8,5
32561,30.35,-87.11,431,1,,15,21,55,3,105,42,14,6
32563,30.4,-87.03,430,1,,9,70,45,8,74,33,18,5
32564,30.73,-86.78,31,,,1,7,,1,2,1,1,1
32565,30.89,-87.13,98,6,,1,16,9,2,8,1,6,3
32566,30.44,-86.88,423,1,,7,70,28,5,94,40,6,5
32567,30.92,-86.45,35,,1,,8,1,1,2,1,1,3
32568,30.87,-87.45,28,2,,,3,1,1,2,,,1
32569,30.41,-86.73,273,1,,4,21,21,3,45,18,7,2
32570,30.8,-86.97,473,4,,8,51,62,13,80,26,3,7
32571,30.67,-87.2,515,4,,16,81,39,8,98,26,13,16
32577,30.73,-87.37,66,,,1,26,1,,7,1,3,3
32578,30.51,-86.45,641,1,,22,63,104,6,128,38,20,11
32579,30.45,-86.57,176,1,,4,23,16,1,70,15,5,1
32580,30.49,-86.51,93,,,1,15,11,4,12,1,8,2
32583,30.59,-86.97,257,1,1,6,43,19,16,32,12,20,12
32601,29.65,-82.32,794,1,,32,25,90,19,183,42,28,6
32603,29.66,-82.35,87,,,1,2,5,2,9,3,,
32605,29.68,-82.37,629,,,20,24,148,5,96,21,11,1
32606,29.68,-82.44,803,1,,35,56,149,16,229,49,15,5
32607,29.65,-82.42,546,,,21,24,115,5,135,45,10,5
32608,29.6,-82.41,903,2,,38,54,93,12,170,73,30,6
32609,29.77,-82.28,646,2,,32,62,47,25,74,31,45,22
32612,29.64,-82.35,29,,,3,,1,1,3,,1,
32615,29.82,-82.49,353,,,11,45,25,19,68,19,20,11
32616,29.79,-82.5,24,,,,3,1,1,2,2,,1
32617,29.31,-82.07,59,4,,,18,2,1,1,1,2,3
32618,29.55,-82.52,86,,,2,24,4,3,8,,1,
32619,29.76,-82.86,53,1,,1,12,2,2,7,1,2,3
32621,29.42,-82.61,59,1,,1,11,4,1,7,,2,4
32622,29.91,-82.32,21,3,,1,1,2,1,,1,,4
32625,29.21,-83,52,1,,2,2,,,6,10,6,2
32626,29.42,-82.9,233,3,,7,19,24,6,32,10,8,7
32628,29.63,-83.21,95,6,,2,4,12,6,14,1,1,4
32631,29.7,-82.09,2,,,,,,,1,,,
32639,29.23,-82.71,6,2,,,2,,,1,,,
32640,29.58,-82.09,108,,,6,20,7,6,13,2,1,3
32641,29.64,-82.23,95,,,3,6,8,2,10,4,3,2
32643,29.83,-82.63,227,2,,4,32,16,8,32,10,12,4
32648,29.5,-83.27,9,,,,1,,,1,1,,1
32653,29.75,-82.39,299,2,,9,44,32,15,56,20,33,6
32656,29.81,-81.96,188,1,,5,30,13,6,35,9,2,4
32658,29.85,-82.39,5,,,,1,,1,,,,
32664,29.45,-82.22,15,,,,2,1,2,2,,,
32666,29.72,-82,94,,,5,15,9,1,12,5,1,3
32667,29.51,-82.3,78,,,2,8,4,3,12,5,1,
32668,29.26,-82.47,39,5,,3,8,2,1,2,,3,2
32669,29.63,-82.59,301,4,,6,57,20,9,63,16,14,3
32680,29.54,-83.13,66,4,,3,8,1,1,5,2,3,3
32681,29.42,-82.21,11,,,,1,,,,1,2,1
32683,29.3,-82.79,2,,,,,1,,,,,
32686,29.36,-82.28,77,2,1,9,8,4,1,8,3,3,5
32692,29.33,-83.12,9,,,,1,1,,,,1,1
32693,29.63,-82.79,158,6,1,4,22,21,4,24,6,8,7
32694,29.81,-82.14,28,,,1,7,,,1,1,1,
32696,29.4,-82.46,226,13,1,6,28,25,6,24,5,11,14
32697,29.93,-82.43,8,,,,3,,1,2,,,
32701,28.67,-81.37,1015,,,34,72,160,21,214,40,37,7
32702,29.04,-81.63,37,1,,,6,7,,4,2,3,
32703,28.67,-81.55,1167,1,,25,200,105,69,154,34,95,24
32707,28.66,-81.31,814,,,20,106,67,21,158,46,35,10
32708,28.69,-81.27,892,1,,32,120,90,13,199,56,53,15
32709,28.5,-80.96,31,,,,6,1,1,3,,2,1
32712,28.75,-81.48,686,1,,16,128,51,13,134,34,56,20
32713,28.88,-81.33,406,,,7,73,41,20,78,22,19,5
32714,28.66,-81.41,1218,1,,47,108,123,24,285,72,61,20
32720,29,-81.37,928,4,,23,108,124,21,176,42,28,14
32724,29.06,-81.23,657,1,,27,75,59,47,119,38,52,13
32725,28.89,-81.25,468,,,15,81,75,3,68,14,11,12
32726,28.86,-81.68,518,2,,15,44,80,17,76,39,14,5
32730,28.65,-81.34,167,,,5,13,10,3,36,9,7,3
32732,28.75,-81.1,126,,,3,54,1,,18,5,4,2
32735,28.89,-81.74,22,,,,8,1,,2,2,,
32736,28.92,-81.49,186,1,,4,61,14,1,25,8,7,7
32738,28.91,-81.18,339,,,7,99,25,1,39,5,12,11
32744,28.99,-81.22,72,1,,7,24,4,1,6,2,4,
32746,28.77,-81.35,1765,,,113,70,213,16,578,123,87,15
32750,28.71,-81.35,1360,3,,34,216,100,87,220,59,130,21
32751,28.63,-81.37,1356,,,77,73,162,14,562,103,53,6
32754,28.69,-80.92,129,1,,2,23,5,6,10,7,3,5
32757,28.77,-81.64,687,,,19,60,88,12,135,44,32,7
32759,28.83,-80.9,37,,,2,6,1,1,1,1,2,2
32763,28.94,-81.3,681,1,,15,80,134,16,88,27,22,6
32764,28.85,-81.1,80,1,,1,23,1,1,3,2,2,5
32765,28.67,-81.2,1510,1,,31,174,198,23,335,97,69,11
32766,28.65,-81.04,235,,,7,74,11,1,45,19,14,1
32767,29.03,-81.53,19,,,,2,2,,1,1,1,1
32771,28.81,-81.32,1555,2,5,42,148,147,75,230,78,125,29
32773,28.75,-81.25,589,1,,7,84,28,40,68,36,38,21
32776,28.82,-81.51,200,2,,11,49,9,9,27,12,13,7
32778,28.77,-81.73,497,1,,11,49,96,23,90,23,15,5
32779,28.73,-81.41,782,,,31,65,64,12,292,64,48,15
32780,28.53,-80.79,745,,,16,52,73,27,176,26,19,20
32784,28.97,-81.72,167,2,,6,29,9,5,20,6,2,7
32789,28.6,-81.35,1988,,,76,118,233,38,655,137,57,7
32792,28.61,-81.3,1347,,2,40,111,226,51,253,72,64,19
32796,28.63,-80.85,407,,,10,45,90,12,49,13,12,9
32798,28.72,-81.59,50,,,,3,2,7,1,1,6,5
32801,28.54,-81.37,1790,,,92,50,84,14,941,139,22,14
32803,28.56,-81.35,1783,,,75,75,213,28,534,91,38,20
32804,28.58,-81.4,1304,,,36,107,160,32,309,77,112,17
32805,28.53,-81.4,667,,,8,72,58,48,49,23,87,11
32806,28.51,-81.36,1164,1,,28,112,243,26,218,63,62,17
32807,28.55,-81.3,778,,,20,106,77,21,92,46,39,15
32808,28.58,-81.44,819,,,18,85,108,29,76,43,84,31
32809,28.46,-81.39,1621,1,,42,99,81,58,164,98,136,94
32810,28.62,-81.43,882,,,45,118,57,44,122,34,58,22
32811,28.52,-81.45,797,,,31,86,45,34,91,60,100,18
32812,28.48,-81.32,519,2,,13,50,64,5,97,56,20,15
32814,28.57,-81.32,265,,,10,16,34,3,109,17,16,3
32817,28.59,-81.24,726,,,21,71,56,8,177,35,30,7
32818,28.59,-81.49,509,,,11,62,78,6,44,25,10,29
32819,28.45,-81.47,2714,,,136,95,225,31,447,222,150,52
32820,28.58,-81.14,134,,,3,33,6,3,15,8,6,3
32821,28.39,-81.48,620,,,16,15,11,2,43,53,4,26
32822,28.49,-81.29,943,2,,30,92,84,25,142,60,52,39
32824,28.38,-81.33,793,,1,25,76,22,50,41,61,139,147
32825,28.52,-81.23,620,,,19,111,78,7,123,30,20,22
32826,28.58,-81.19,498,,,17,29,28,11,157,23,14,3
32827,28.42,-81.3,291,,,11,7,18,1,40,30,12,69
32828,28.53,-81.17,890,,,44,71,98,5,204,65,25,14
32829,28.48,-81.25,185,,,5,18,17,1,34,15,12,14
32830,28.38,-81.57,274,,,34,9,2,,10,22,9,3
32831,28.47,-81.13,4,,,,,,,1,,1,
32832,28.4,-81.19,269,,,11,31,25,6,66,21,5,11
32833,28.49,-81.08,89,,,,33,5,,10,,3,8
32835,28.52,-81.49,885,2,,48,67,116,13,203,94,29,33
32836,28.41,-81.52,436,,,28,20,44,1,89,47,14,11
32837,28.38,-81.43,1312,,,41,85,113,28,193,124,94,77
32839,28.49,-81.41,755,,,17,66,31,12,95,62,22,12
32901,28.08,-80.62,1123,,,36,68,239,29,249,63,31,17
32903,28.1,-80.59,381,,,13,26,41,5,95,34,12,10
32904,28.07,-80.68,1100,2,,29,117,74,63,139,38,71,28
32905,28.03,-80.6,579,,,16,52,73,27,76,36,29,10
32907,28.02,-80.68,446,,,7,96,36,4,68,12,10,13
32908,27.96,-80.7,86,,,1,26,10,1,9,3,1,1
32909,27.92,-80.64,283,,,5,66,21,5,32,10,4,18
32920,28.4,-80.61,332,1,2,11,26,7,15,72,26,17,21
32922,28.37,-80.74,520,,,15,36,35,23,97,24,25,5
32925,28.25,-80.63,55,,,2,1,4,,25,1,1,2
32926,28.39,-80.82,426,3,,9,89,12,34,46,15,17,17
32927,28.46,-80.81,276,,,2,52,32,6,24,7,6,10
32931,28.32,-80.62,553,,,17,40,48,9,111,30,10,6
32934,28.13,-80.71,449,,2,10,86,26,31,88,24,38,11
32935,28.15,-80.65,1220,1,,30,156,151,28,231,76,36,16
32937,28.18,-80.6,751,,,24,77,79,8,168,37,32,11
32940,28.2,-80.78,954,,,24,47,148,9,246,62,41,15
32948,27.89,-80.73,80,,,1,17,8,1,8,1,4,3
32949,27.91,-80.56,54,,,2,14,1,1,7,,5,2
32950,27.98,-80.57,105,,,6,28,6,4,16,4,2,2
32951,27.94,-80.5,253,1,,12,38,15,2,58,24,12,3
32952,28.31,-80.66,578,1,,19,55,57,10,113,37,22,7
32953,28.44,-80.7,583,1,,10,49,92,13,116,31,18,11
32955,28.3,-80.73,905,,,19,87,141,42,171,34,55,20
32958,27.79,-80.49,641,4,,17,82,71,19,114,30,19,7
32960,27.64,-80.4,1386,5,1,35,97,282,28,268,66,47,17
32962,27.59,-80.38,352,2,,9,56,20,11,43,15,18,9
32963,27.72,-80.39,508,2,,22,27,21,4,153,63,20,6
32966,27.68,-80.71,447,4,1,14,25,24,11,51,25,12,11
32967,27.72,-80.45,368,4,,15,66,20,12,41,18,18,9
32968,27.58,-80.47,260,3,,6,56,6,5,50,22,14,7
32970,27.75,-80.45,16,2,,1,,2,1,2,,,
32976,27.85,-80.55,72,,,1,12,2,1,7,7,5,1
33001,24.82,-80.81,11,,,,2,,,3,,,1
33004,26.06,-80.14,714,2,,25,42,32,21,104,46,104,20
33009,25.99,-80.15,1458,2,,48,71,161,49,265,134,135,37
33010,25.83,-80.28,1096,,,14,66,114,122,85,49,133,41
33012,25.87,-80.3,1760,,,28,118,328,64,224,86,89,56
33013,25.86,-80.27,716,,,4,72,122,70,56,24,46,46
33014,25.9,-80.3,1463,,1,40,82,172,88,271,82,228,40
33015,25.94,-80.32,959,,,18,102,117,26,158,49,111,43
33016,25.9,-80.33,1744,2,,34,176,231,123,318,89,189,68
33018,25.92,-80.38,830,,,12,113,81,28,106,28,103,66
33019,26.03,-80.12,493,,,14,17,36,3,131,64,33,6
33020,26.02,-80.15,1583,1,,45,120,117,47,393,93,138,37
33021,26.02,-80.19,1827,,,85,107,319,29,496,121,92,29
33023,25.99,-80.22,1032,3,,35,120,78,44,100,38,77,31
33024,26.03,-80.24,1619,1,,43,114,296,14,339,80,63,27
33025,25.99,-80.28,757,,,23,41,75,14,133,44,99,41
33026,26.03,-80.3,905,,,24,32,150,7,194,40,35,8
33027,25.99,-80.34,1264,,,68,47,140,13,325,62,117,48
33028,26.02,-80.34,576,,,36,28,101,10,141,38,58,18
33029,25.97,-80.42,920,,,35,51,148,8,225,59,103,34
33030,25.49,-80.51,682,1,,8,41,134,13,93,29,36,12
33031,25.52,-80.5,141,2,,4,29,2,6,17,10,21,8
33032,25.53,-80.39,352,,,8,47,35,6,30,12,24,21
33033,25.48,-80.41,430,1,,12,50,65,5,42,15,22,10
33034,25.26,-80.67,295,2,,8,20,39,5,21,14,17,2
33035,25.41,-80.38,66,1,,3,7,2,2,8,4,7,3
33036,24.89,-80.71,274,1,,14,15,5,7,35,33,6,20
33037,25.23,-80.4,594,1,,30,68,36,12,96,58,9,17
33039,25.5,-80.4,19,,,,,1,,12,,1,1
33040,24.56,-81.89,1610,7,,80,101,108,19,221,145,33,58
33042,24.68,-81.5,169,,,13,33,4,4,35,16,4,9
33043,24.73,-81.33,182,3,,4,35,8,1,20,15,9,8
33050,24.75,-81.01,546,12,,20,55,40,8,67,57,18,25
33051,24.72,-81.02,25,,,2,1,1,,2,5,,
33054,25.91,-80.27,685,,2,12,58,34,68,35,38,110,62
33055,25.95,-80.28,286,,,3,32,43,5,29,12,11,21
33056,25.95,-80.24,319,,,15,16,52,2,24,12,12,6
33060,26.23,-80.12,919,2,1,15,112,100,36,148,46,51,29
33062,26.24,-80.09,1066,1,,33,80,107,7,250,85,50,19
33063,26.25,-80.21,1206,,,31,143,150,26,213,47,65,24
33064,26.28,-80.12,1603,2,,44,181,138,71,281,85,165,43
33065,26.27,-80.26,1576,,,45,114,204,39,405,92,125,35
33066,26.25,-80.17,157,1,,5,19,16,,36,6,7,3
33067,26.31,-80.23,991,2,,32,58,108,13,326,41,79,15
33068,26.22,-80.22,470,,,10,58,55,9,65,22,11,20
33069,26.24,-80.16,1486,2,,40,210,59,126,171,94,281,67
33070,25.02,-80.52,274,2,,18,35,21,3,39,24,6,11
33071,26.24,-80.27,1232,,,37,87,146,5,302,82,72,21
33073,26.3,-80.18,1189,1,,45,99,105,27,199,49,96,23
33076,26.32,-80.28,959,1,,38,63,83,6,281,60,84,24
33101,25.78,-80.2,20,,,1,1,1,,6,2,1,2
33109,25.76,-80.14,37,,,2,2,2,,6,9,4,2
33122,25.79,-80.29,1324,,,23,40,26,48,120,44,438,281
33125,25.78,-80.24,700,,,8,43,143,14,145,44,26,26
33126,25.78,-80.3,2176,,,76,96,199,37,488,107,389,220
33127,25.81,-80.21,780,,,21,30,54,39,70,45,138,14
33128,25.78,-80.2,162,,,10,6,25,2,29,9,5,9
33129,25.75,-80.19,585,,,31,14,58,1,218,84,39,7
33130,25.77,-80.2,1024,1,,32,23,61,18,365,83,51,12
33131,25.77,-80.18,3198,2,,125,49,85,15,1696,279,257,30
33132,25.78,-80.17,1120,,,79,17,33,16,213,88,178,41
33133,25.73,-80.24,1544,1,,86,46,224,10,510,127,73,23
33134,25.75,-80.27,3385,1,,125,88,378,24,1524,267,164,33
33135,25.77,-80.24,801,,,10,21,139,20,140,47,31,16
33136,25.79,-80.21,232,,,8,5,42,7,32,12,19,7
33137,25.82,-80.17,1154,1,,59,28,75,21,335,103,100,20
33138,25.85,-80.18,924,,,48,46,87,23,221,80,85,16
33139,25.78,-80.15,2726,1,,184,45,132,21,620,295,119,26
33140,25.82,-80.13,1042,,,42,14,232,10,220,143,51,19
33141,25.85,-80.14,706,,,39,22,68,7,159,88,41,12
33142,25.81,-80.24,1529,,1,26,84,43,104,87,97,343,82
33143,25.7,-80.3,1611,,,46,70,355,12,390,137,62,14
33144,25.76,-80.31,1113,,,22,60,212,28,201,53,47,20
33145,25.75,-80.23,1013,1,,39,44,154,14,282,80,50,21
33146,25.72,-80.27,1105,,,33,24,146,13,384,102,68,14
33147,25.85,-80.24,677,,,6,56,47,52,34,17,109,52
33149,25.72,-80.17,586,,,31,27,34,5,160,93,37,8
33150,25.85,-80.21,379,,,3,22,68,10,44,15,33,9
33154,25.88,-80.13,734,,,27,20,68,5,167,91,38,7
33155,25.74,-80.31,2094,1,1,59,198,290,68,430,99,172,29
33156,25.67,-80.3,1948,,2,48,63,228,13,709,144,114,11
33157,25.61,-80.34,1553,,,43,138,192,32,290,78,96,25
33158,25.64,-80.31,144,,,9,12,11,1,46,7,20,2
33160,25.93,-80.13,1346,,,62,49,102,12,312,144,116,30
33161,25.89,-80.18,783,1,,30,43,123,16,168,57,32,20
33162,25.93,-80.18,960,,,24,41,151,23,191,46,68,20
33165,25.73,-80.36,1191,,,25,110,217,10,225,56,46,31
33166,25.83,-80.32,4036,1,,70,199,160,203,452,179,1339,591
33167,25.88,-80.24,201,,1,,6,14,20,9,9,39,27
33168,25.89,-80.21,307,,,4,28,20,7,32,10,17,4
33169,25.94,-80.21,823,,,23,34,142,32,117,48,83,24
33170,25.56,-80.46,174,2,1,5,19,16,1,12,8,22,7
33172,25.79,-80.36,2638,1,,71,101,91,66,370,112,802,283
33173,25.7,-80.36,993,,,27,66,264,8,270,59,59,14
33174,25.76,-80.36,705,,,16,55,106,4,122,35,31,20
33175,25.74,-80.41,1107,,,16,102,249,10,171,60,76,46
33176,25.66,-80.36,1917,1,,52,94,371,31,475,117,123,26
33177,25.6,-80.4,521,1,,12,86,53,2,74,17,35,16
33178,25.84,-80.42,2315,1,3,74,92,75,90,358,150,664,277
33179,25.96,-80.18,891,,,29,74,99,33,166,73,143,30
33180,25.96,-80.14,2180,,,51,48,308,25,543,260,162,21
33181,25.9,-80.15,877,,,35,41,75,11,242,65,72,17
33182,25.78,-80.45,238,,,5,28,19,5,50,9,44,32
33183,25.7,-80.4,721,,,18,54,112,8,138,36,41,27
33184,25.76,-80.41,403,,,9,27,63,6,74,24,25,9
33185,25.73,-80.45,432,,,11,35,79,6,84,13,37,33
33186,25.65,-80.41,2709,2,2,79,281,244,115,505,142,401,84
33187,25.6,-80.5,232,2,,6,38,18,2,30,8,38,7
33189,25.57,-80.34,388,,,9,38,43,,57,10,12,4
33190,25.56,-80.35,57,,,,9,5,1,11,5,6,1
33193,25.71,-80.47,380,,,11,46,48,7,62,28,29,18
33194,25.71,-80.58,89,,,4,12,15,,19,6,9,9
33196,25.65,-80.49,601,1,,27,40,59,10,111,25,82,16
33301,26.12,-80.13,1936,,,87,55,130,15,960,138,65,25
33304,26.14,-80.12,1073,1,,32,39,82,22,223,86,45,16
33305,26.15,-80.12,563,,1,15,24,68,12,133,43,19,8
33306,26.17,-80.11,580,1,,14,9,70,7,189,72,20,3
33308,26.19,-80.1,1622,,,39,50,335,23,388,130,55,31
33309,26.19,-80.17,2288,1,,102,164,131,117,591,116,231,92
33311,26.14,-80.17,1166,,2,22,98,94,60,138,53,104,43
33312,26.09,-80.18,1531,,,51,146,100,58,321,76,154,63
33313,26.15,-80.23,808,,,17,54,163,20,112,43,30,12
33314,26.07,-80.22,1108,3,,19,137,51,41,200,61,127,36
33315,26.09,-80.15,868,,,25,66,32,50,134,42,92,107
33316,26.1,-80.12,1635,,,51,36,124,21,454,142,92,129
33317,26.11,-80.23,1213,,,33,117,208,34,236,61,69,31
33319,26.18,-80.23,717,,,16,37,118,15,130,36,30,17
33321,26.21,-80.27,868,1,,25,51,187,11,161,41,61,27
33322,26.15,-80.27,846,,,27,44,134,10,216,56,37,12
33323,26.15,-80.32,1147,,,41,47,110,8,224,52,86,22
33324,26.11,-80.27,2037,,,68,55,291,12,626,138,92,37
33325,26.11,-80.32,746,3,,32,68,48,12,172,54,67,26
33326,26.12,-80.37,1342,2,,52,64,156,17,370,110,157,22
33327,26.11,-80.42,562,,,29,26,54,8,169,54,113,13
33328,26.07,-80.27,976,,,34,81,130,5,257,57,54,9
33330,26.06,-80.32,641,8,,18,53,76,3,181,50,36,10
33331,26.05,-80.37,936,4,,30,60,104,3,265,62,108,29
33332,26.01,-80.46,338,1,,12,27,30,9,98,38,32,7
33334,26.18,-80.13,1396,,,31,175,124,82,244,87,102,28
33351,26.18,-80.28,1316,,,47,116,164,41,228,62,153,20
33401,26.72,-80.07,2058,,,73,65,196,24,811,136,54,25
33403,26.8,-80.08,591,1,1,11,72,46,26,72,26,37,15
33404,26.78,-80.06,924,1,,20,100,44,85,97,48,148,54
33405,26.67,-80.06,733,,,20,89,52,32,136,39,30,13
33406,26.66,-80.09,827,1,,20,93,165,7,145,59,16,57
33407,26.76,-80.09,1124,,,43,98,208,66,155,56,68,43
33408,26.84,-80.05,1053,,,28,63,122,8,341,65,45,12
33409,26.71,-80.1,1286,,,32,85,146,29,284,74,67,25
33410,26.85,-80.09,1889,,,63,89,318,21,533,112,65,17
33411,26.72,-80.19,1723,8,,59,236,169,36,330,76,97,41
33412,26.79,-80.21,310,,,9,69,13,2,65,16,17,12
33413,26.66,-80.15,308,1,,6,55,20,18,37,15,24,15
33414,26.65,-80.25,1935,48,,92,149,235,24,422,127,95,30
33415,26.66,-80.13,673,1,,13,90,48,8,92,36,16,17
33417,26.72,-80.12,358,1,,9,40,56,4,56,25,4,5
33418,26.87,-80.17,970,3,,45,89,89,8,290,71,45,11
33426,26.53,-80.08,1179,,,35,104,125,50,217,47,84,20
33428,26.35,-80.21,856,1,,26,94,129,4,190,46,49,22
33430,26.64,-80.55,285,4,,4,14,47,5,36,14,25,7
33431,26.37,-80.11,2539,2,,90,117,241,32,827,167,146,37
33432,26.34,-80.08,1827,1,1,58,87,155,31,620,151,86,18
33433,26.35,-80.16,1239,,,48,67,193,9,373,94,92,12
33434,26.38,-80.17,813,,,24,33,108,5,207,55,42,10
33435,26.53,-80.06,718,,,15,67,152,10,124,39,21,8
33436,26.52,-80.11,687,2,,25,73,107,4,132,39,20,12
33437,26.51,-80.15,567,1,,26,46,126,10,111,34,21,9
33438,26.93,-80.6,8,,,,1,,,,,,
33440,26.56,-81.04,242,1,,9,13,31,10,25,6,11,7
33441,26.31,-80.1,1088,2,,43,145,70,26,231,59,61,17
33442,26.31,-80.15,1204,,,47,117,96,62,247,57,146,37
33444,26.46,-80.08,878,,,23,83,83,37,173,48,44,14
33445,26.46,-80.11,906,,,40,69,155,22,190,59,74,16
33446,26.45,-80.19,506,2,,19,15,82,2,124,31,36,6
33449,26.59,-80.23,289,4,,11,22,69,3,59,25,19,4
33455,27.05,-80.16,472,,,20,69,29,13,90,33,11,16
33458,26.94,-80.13,2096,1,,59,239,286,49,472,136,112,21
33460,26.62,-80.06,733,,,31,90,58,22,124,27,23,15
33461,26.62,-80.09,836,,,18,139,145,28,92,27,37,19
33462,26.58,-80.07,808,1,,21,108,138,11,112,55,15,23
33463,26.59,-80.13,960,1,,22,141,111,11,172,36,39,24
33467,26.6,-80.18,1275,6,,51,145,136,11,288,60,65,23
33469,26.98,-80.11,570,,,21,71,39,16,136,40,23,11
33470,26.73,-80.32,663,13,,14,156,78,7,73,18,33,27
33471,26.88,-81.2,70,1,,3,3,6,3,11,2,1,2
33472,26.54,-80.19,245,,,12,21,32,1,78,11,13,6
33473,26.5,-80.19,138,,,6,9,11,,61,12,12,2
33476,26.8,-80.62,52,,,,2,7,2,1,2,2,2
33477,26.92,-80.08,625,,,33,25,62,9,195,55,24,8
33478,26.94,-80.25,456,4,,22,112,20,16,70,25,25,17
33480,26.68,-80.04,872,2,,28,16,23,4,243,108,17,10
33483,26.46,-80.06,1053,,,32,45,98,17,271,73,35,11
33484,26.45,-80.13,543,,,14,23,180,4,94,27,19,5
33486,26.35,-80.11,856,,,27,67,216,10,233,62,42,5
33487,26.42,-80.09,1445,,,86,91,91,48,444,95,162,22
33493,26.54,-80.73,36,,,,2,6,4,2,2,1,2
33496,26.41,-80.16,601,1,,27,32,69,6,207,47,37,9
33498,26.39,-80.22,533,,,24,37,45,3,164,34,42,8
33503,27.76,-82.28,6,,,,1,,,,1,1,
33510,27.96,-82.3,372,,,10,60,56,3,66,20,16,11
33511,27.91,-82.3,1895,1,,48,93,370,19,345,81,46,23
